stop_id,stop_encoding,stop_descr,stop_desr_matrix,stop_street,dimos,perioxi,stop_code,stop_url
Α7,,# Α/Σ Ν. ΦΙΛΑΔΕΛΦΕΙΑΣ,A/S N. FILADELFEIAS,,ΦΙΛΑΔΕΛΦΕΙΑΣ - ΧΑΛΚΗΔΟΝΟΣ,Δ. ΕΝ.  ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ,10185,http://telematics.oasa.gr/#stationInfo_10185
27,5802.0,Ν. ΚΥΨΕΛΗ,N. KYPSELH,,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,10186,http://telematics.oasa.gr/#stationInfo_10186
28,,ΜΑΡΑΣΛΕΙΟΣ,MARASLEIOS,,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,10187,http://telematics.oasa.gr/#stationInfo_10187
29,2458.0,ΠΕΡΙΣΣΟΣ,PERISSOS,,ΓΑΛΑΤΣΙΟΥ,Δ.  ΓΑΛΑΤΣΙΟΥ,10188,http://telematics.oasa.gr/#stationInfo_10188
30,2602.0,ΚΑΜΑΤΕΡΟ,KAMATERO,,ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ - ΚΑΜΑΤΕΡΟΥ,Δ. ΕΝ.  ΚΑΜΑΤΕΡΟΥ,10189,http://telematics.oasa.gr/#stationInfo_10189
31,4495.0,ΛΟΦΟΣ ΣΚΟΥΖΕ,LOFOS SKOYZE,,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,10190,http://telematics.oasa.gr/#stationInfo_10190
32,202.0,ΜΟΥΣΕΙΟ,MOYSEIO,,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,10191,http://telematics.oasa.gr/#stationInfo_10191
33,,ΜΑΝΔΡΑ,MANDRA,,ΜΑΝΔΡΑΣ - ΕΙΔΥΛΛΙΑΣ,Δ. ΕΝ.  ΜΑΝΔΡΑΣ,10192,http://telematics.oasa.gr/#stationInfo_10192
34,,ΨΑΡΙ,PSARI,,ΑΣΠΡΟΠΥΡΓΟΥ,Δ.  ΑΣΠΡΟΠΥΡΓΟΥ,10193,http://telematics.oasa.gr/#stationInfo_10193
35,,ΛΟΦΟΣ ΚΥΡΙΛΛΟΥ,LOFOS KYRILLOY,,ΑΣΠΡΟΠΥΡΓΟΥ,Δ.  ΑΣΠΡΟΠΥΡΓΟΥ,10194,http://telematics.oasa.gr/#stationInfo_10194
Α8,,# Α/Σ ΑΝΘΟΥΣΑΣ,A/S ANTHOYSAS,,ΠΑΛΛΗΝΗΣ,Δ. ΕΝ.  ΑΝΘΟΥΣΑΣ,10195,http://telematics.oasa.gr/#stationInfo_10195
36,221.0,ΕΛΛΗΝΟΡΩΣΩΝ,ELLHNOROSON,,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,10202,http://telematics.oasa.gr/#stationInfo_10202
37,4174.0,ΠΟΛΥΤΕΧΝΕΙΟ,POLYTEXNEIO,,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,10203,http://telematics.oasa.gr/#stationInfo_10203
38,1792.0,ΜΑΡΟΥΣΙ,MAROYSI,,ΑΜΑΡΟΥΣΙΟΥ,Δ.  ΑΜΑΡΟΥΣΙΟΥ,10204,http://telematics.oasa.gr/#stationInfo_10204
39,,ΑΜΑΞΟΣΤΑΣΙΟ (ΑΠΟΒΙΒΑΣΗ),AMAXOSTASIO,,ΦΥΛΗΣ,Δ. ΕΝ.  ΑΝΩ ΛΙΟΣΙΩΝ,10205,http://telematics.oasa.gr/#stationInfo_10205
40,5163.0,ΧΡΥΣΟΥΠΟΛΗ,XRYSOYPOLH,,ΠΕΡΙΣΤΕΡΙΟΥ,Δ.  ΠΕΡΙΣΤΕΡΙΟΥ,10206,http://telematics.oasa.gr/#stationInfo_10206
41,2215.0,ΣΤ. ΚΗΦΙΣΙΑΣ,ST. KHFISIAS,,ΚΗΦΙΣΙΑΣ,Δ. ΕΝ.  ΚΗΦΙΣΙΑΣ,10207,http://telematics.oasa.gr/#stationInfo_10207
42,5489.0,Ν. ΕΡΥΘΡΑΙΑ,N. ERYTHREA,,ΚΗΦΙΣΙΑΣ,Δ. ΕΝ.  ΚΗΦΙΣΙΑΣ,10208,http://telematics.oasa.gr/#stationInfo_10208
43,4744.0,ΚΗΠΟΥΠΟΛΗ,KHPOYPOLH,,ΠΕΤΡΟΥΠΟΛΕΩΣ,Δ.  ΠΕΤΡΟΥΠΟΛΗΣ,10209,http://telematics.oasa.gr/#stationInfo_10209
44,2803.0,ΑΝΑΚΑΣΑ,ANAKASA,,ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ - ΚΑΜΑΤΕΡΟΥ,Δ. ΕΝ.  ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,10210,http://telematics.oasa.gr/#stationInfo_10210
45,4088.0,ΠΛ. ΒΑΘΗ,PL. BATHI,,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,10211,http://telematics.oasa.gr/#stationInfo_10211
47,4039.0,ΣΤ.  ΛΑΡΙΣΗΣ,ST. LARISHS,,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,10213,http://telematics.oasa.gr/#stationInfo_10213
48,2920.0,ΔΑΣΟΣ,DASOS,,ΧΑΪΔΑΡΙΟΥ,Δ.  ΧΑΪΔΑΡΙΟΥ,10214,http://telematics.oasa.gr/#stationInfo_10214
49,,ΑΓ.  ΑΝΑΡΓΥΡΟΙ,AG. ANARGYROI,,ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ - ΚΑΜΑΤΕΡΟΥ,Δ. ΕΝ.  ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,10215,http://telematics.oasa.gr/#stationInfo_10215
50,3838.0,ΑΓ. ΒΑΡΒΑΡΑ,AG. BARBARA,,ΑΙΓΑΛΕΩ,Δ.  ΑΙΓΑΛΕΩ,10216,http://telematics.oasa.gr/#stationInfo_10216
52,5625.0,ΑΙΓΑΛΕΩ,AIGALEO,,ΑΙΓΑΛΕΩ,Δ.  ΑΙΓΑΛΕΩ,10218,http://telematics.oasa.gr/#stationInfo_10218
53,2893.0,ΑΝΘΟΥΠΟΛΗ,ANTHOYPOLH,,ΠΕΡΙΣΤΕΡΙΟΥ,Δ.  ΠΕΡΙΣΤΕΡΙΟΥ,10219,http://telematics.oasa.gr/#stationInfo_10219
54,266.0,ΓΗΡΟΚΟΜΕΙΟ,GHROKOMEIO,,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,10220,http://telematics.oasa.gr/#stationInfo_10220
55,2775.0,ΖΩΦΡΙΑ,ZOFRIA,,ΦΥΛΗΣ,Δ. ΕΝ.  ΑΝΩ ΛΙΟΣΙΩΝ,10221,http://telematics.oasa.gr/#stationInfo_10221
57,3099.0,ΑΧΑΡΝΑΙ,AXARNAI,,ΑΧΑΡΝΩΝ,Δ. ΕΝ.  ΑΧΑΡΝΩΝ,10223,http://telematics.oasa.gr/#stationInfo_10223
58,1233.0,ΠΕΙΡΑΙΑΣ ΠΛ. ΚΑΡΑΪΣΚΑΚΗ,PEIRAIAS PL. KARAISKAKΗ,,ΠΕΙΡΑΙΩΣ,Δ.  ΠΕΙΡΑΙΩΣ,10224,http://telematics.oasa.gr/#stationInfo_10224
59,3181.0,ΔΑΣΟΣ Β,DASOS B,,ΧΑΪΔΑΡΙΟΥ,Δ.  ΧΑΪΔΑΡΙΟΥ,10225,http://telematics.oasa.gr/#stationInfo_10225
60,,ΠΕΙΡΑΙΑΣ,PEIRAIAS,,ΠΕΙΡΑΙΩΣ,Δ.  ΠΕΙΡΑΙΩΣ,10226,http://telematics.oasa.gr/#stationInfo_10226
61,4799.0,ΝΕΑΠΟΛΗ,NEAPOLH,,ΝΙΚΑΙΑΣ - ΑΓΙΟΥ ΙΩΑΝΝΗ ΡΕΝΤΗ,Δ. ΕΝ.  ΝΙΚΑΙΑΣ,10227,http://telematics.oasa.gr/#stationInfo_10227
62,,ΑΓ. ΑΝΤΩΝΙΟΣ Β,AG. ANTONIOS B,,ΝΙΚΑΙΑΣ - ΑΓΙΟΥ ΙΩΑΝΝΗ ΡΕΝΤΗ,Δ. ΕΝ.  ΝΙΚΑΙΑΣ,10228,http://telematics.oasa.gr/#stationInfo_10228
63,,ΠΕΙΡΑΙΑΣ (ΧΩΡΟΣ ΟΛΠ),PEIRAIAS,,ΠΕΙΡΑΙΩΣ,Δ.  ΠΕΙΡΑΙΩΣ,10229,http://telematics.oasa.gr/#stationInfo_10229
64,3311.0,ΧΑΙΔΑΡΙ,XAIDARI,,ΧΑΪΔΑΡΙΟΥ,Δ.  ΧΑΪΔΑΡΙΟΥ,10230,http://telematics.oasa.gr/#stationInfo_10230
66,3558.0,ΑΓ. ΒΑΡΒΑΡΑ - ΑΦΕΤΗΡΙΑ 830,AG. BARBARA - AFETHRIA 830,ΝΕΣΤΟΥ,ΑΙΓΑΛΕΩ,Δ.  ΑΙΓΑΛΕΩ,10232,http://telematics.oasa.gr/#stationInfo_10232
67,,ΦΥΛΗΣ,FYLHS,,ΦΥΛΗΣ,Δ. ΕΝ.  ΦΥΛΗΣ,10233,http://telematics.oasa.gr/#stationInfo_10233
68,1106.0,ΜΕΤΑΜΟΡΦΩΣΗ,METAMORFOSH,,ΔΑΦΝΗΣ - ΥΜΗΤΤΟΥ,Δ. ΕΝ.  ΥΜΗΤΤΟΥ,10234,http://telematics.oasa.gr/#stationInfo_10234
69,4223.0,ΑΝΩ ΓΛΥΦΑΔΑ,ANO GLYFADA,,ΓΛΥΦΑΔΑΣ,Δ.  ΓΛΥΦΑΔΑΣ,10261,http://telematics.oasa.gr/#stationInfo_10261
70,5756.0,Τ.Ε.Ι. ΑΘΗΝΑΣ,T.E.I ATHINAS,,ΑΙΓΑΛΕΩ,Δ.  ΑΙΓΑΛΕΩ,10262,http://telematics.oasa.gr/#stationInfo_10262
71,2390.0,ΠΛ. ΠΛΑΤΑΝΟΥ,PL. PLATANOY,,ΚΗΦΙΣΙΑΣ,Δ. ΕΝ.  ΚΗΦΙΣΙΑΣ,10272,http://telematics.oasa.gr/#stationInfo_10272
72,5067.0,ΑΙΓΑΛΕΩ,AIGALEO,,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,10273,http://telematics.oasa.gr/#stationInfo_10273
73,5080.0,ΔΑΦΝΗ,DAFNH,,ΔΑΦΝΗΣ - ΥΜΗΤΤΟΥ,Δ. ΕΝ.  ΔΑΦΝΗΣ,10274,http://telematics.oasa.gr/#stationInfo_10274
74,3028.0,ΑΤΤΙΚΟ ΝΟΣΟΚΟΜΕΙΟ,ATTIKO NOSOKOMEIO,,ΧΑΪΔΑΡΙΟΥ,Δ.  ΧΑΪΔΑΡΙΟΥ,10275,http://telematics.oasa.gr/#stationInfo_10275
75,3063.0,ΝΙΚΑΙΑ,NIKAIA,,ΝΙΚΑΙΑΣ - ΑΓΙΟΥ ΙΩΑΝΝΗ ΡΕΝΤΗ,Δ. ΕΝ.  ΝΙΚΑΙΑΣ,10276,http://telematics.oasa.gr/#stationInfo_10276
76,1893.0,ΠΕΙΡΑΙΑΣ ΔΡΑΠΕΤΣΩΝΑ Χ96,PEIRAIAS (GATE E 1),,ΚΕΡΑΤΣΙΝΙΟΥ - ΔΡΑΠΕΤΣΩΝΑΣ,Δ. ΕΝ.  ΔΡΑΠΕΤΣΩΝΑΣ,10277,http://telematics.oasa.gr/#stationInfo_10277
77,3700.0,ΠΕΡΑΜΑ,PERAMA,,ΠΕΡΑΜΑΤΟΣ,Δ.  ΠΕΡΑΜΑΤΟΣ,10278,http://telematics.oasa.gr/#stationInfo_10278
78,5032.0,ΝΕΚΡ. ΣΧΙΣΤΟΥ,NEKR. SXISTOY,,ΠΕΡΑΜΑΤΟΣ,Δ.  ΠΕΡΑΜΑΤΟΣ,10279,http://telematics.oasa.gr/#stationInfo_10279
79,,ΚΕΡΑΤΣΙΝΙ,KERATSINI,,ΚΕΡΑΤΣΙΝΙΟΥ - ΔΡΑΠΕΤΣΩΝΑΣ,Δ. ΕΝ.  ΚΕΡΑΤΣΙΝΙΟΥ,10280,http://telematics.oasa.gr/#stationInfo_10280
80,,ΠΕΙΡΑΙΑΣ,PEIRAIAS,,ΠΕΙΡΑΙΩΣ,Δ.  ΠΕΙΡΑΙΩΣ,10281,http://telematics.oasa.gr/#stationInfo_10281
81,2837.0,ΑΓ. ΑΝΑΣΤΑΣΙΑ,AG. ANASTASIA,,ΠΕΡΙΣΤΕΡΙΟΥ,Δ.  ΠΕΡΙΣΤΕΡΙΟΥ,10282,http://telematics.oasa.gr/#stationInfo_10282
82,4430.0,ΣΤ. ΕΛΛΗΝΙΚΟ,ST. ELLHNIKO,,ΕΛΛΗΝΙΚΟΥ - ΑΡΓΥΡΟΥΠΟΛΗΣ,Δ. ΕΝ.  ΕΛΛΗΝΙΚΟΥ,10283,http://telematics.oasa.gr/#stationInfo_10283
83,1014.0,ΓΛΥΦΑΔΑ,GLYFADA,,ΓΛΥΦΑΔΑΣ,Δ.  ΓΛΥΦΑΔΑΣ,10284,http://telematics.oasa.gr/#stationInfo_10284
84,1260.0,ΣΤ. ΔΑΦΝΗ,ST. DAFNH,,ΔΑΦΝΗΣ - ΥΜΗΤΤΟΥ,Δ. ΕΝ.  ΔΑΦΝΗΣ,10285,http://telematics.oasa.gr/#stationInfo_10285
85,5130.0,ΑΝΩ ΗΛΙΟΥΠΟΛΗ,ANO HLIOYPOLH,,ΗΛΙΟΥΠΟΛΕΩΣ,Δ.  ΗΛΙΟΥΠΟΛΗΣ,10286,http://telematics.oasa.gr/#stationInfo_10286
86,4590.0,ΑΓ. ΜΑΡΙΝΑ,AG. MARINA,,ΗΛΙΟΥΠΟΛΕΩΣ,Δ.  ΗΛΙΟΥΠΟΛΗΣ,10287,http://telematics.oasa.gr/#stationInfo_10287
87,5213.0,ΣΤ. ΑΓ. ΔΗΜΗΤΡΙΟΣ,ST. AG. DHMHTRIOS,,ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,Δ.  ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,10288,http://telematics.oasa.gr/#stationInfo_10288
88,4557.0,ΚΑΡΕΑΣ,KAREAS,,ΒΥΡΩΝΟΣ,Δ.  ΒΥΡΩΝΟΣ,10289,http://telematics.oasa.gr/#stationInfo_10289
89,1034.0,ΤΕΡΨΙΘΕΑ,TERPSITHEA,,ΓΛΥΦΑΔΑΣ,Δ.  ΓΛΥΦΑΔΑΣ,10290,http://telematics.oasa.gr/#stationInfo_10290
90,,ΚΙΤΣΙ,KITSI,,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,10291,http://telematics.oasa.gr/#stationInfo_10291
91,21.0,ΑΦΕΤΗΡΙΑ - ΣΙΝΑ,AFETHRIA - SINA,,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,10292,http://telematics.oasa.gr/#stationInfo_10292
92,,ΑΓ. ΚΟΣΜΑΣ,AG. KOSMAS,,ΕΛΛΗΝΙΚΟΥ - ΑΡΓΥΡΟΥΠΟΛΗΣ,Δ. ΕΝ.  ΕΛΛΗΝΙΚΟΥ,10293,http://telematics.oasa.gr/#stationInfo_10293
93,,ΒΑΡΗ,BARH,,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,10294,http://telematics.oasa.gr/#stationInfo_10294
94,2544.0,ΓΟΥΔΗ,GOYDH,,ΖΩΓΡΑΦΟΥ,Δ.  ΖΩΓΡΑΦΟΥ,10295,http://telematics.oasa.gr/#stationInfo_10295
95,3436.0,ΤΑΥΡΟΣ,TAYROS,,ΜΟΣΧΑΤΟΥ - ΤΑΥΡΟΥ,Δ. ΕΝ.  ΤΑΥΡΟΥ,10296,http://telematics.oasa.gr/#stationInfo_10296
96,2549.0,ΑΝΩ ΓΑΛΑΤΣΙ,ANO GALATSI,,ΓΑΛΑΤΣΙΟΥ,Δ.  ΓΑΛΑΤΣΙΟΥ,10297,http://telematics.oasa.gr/#stationInfo_10297
97,720.0,ΠΟΛΥΓΩΝΟ,POLYGONO,,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,10298,http://telematics.oasa.gr/#stationInfo_10298
98,790.0,ΓΛΥΦΑΔΑ,GLYFADA,,ΓΛΥΦΑΔΑΣ,Δ.  ΓΛΥΦΑΔΑΣ,10299,http://telematics.oasa.gr/#stationInfo_10299
99,5633.0,ΑΧΑΡΝΑΙ,AXARNAI,,ΑΧΑΡΝΩΝ,Δ. ΕΝ.  ΑΧΑΡΝΩΝ,10300,http://telematics.oasa.gr/#stationInfo_10300
100,,ΘΡΑΚΟΜΑΚΕΔΟΝΕΣ,THRAKOMAKEDONES,,ΑΧΑΡΝΩΝ,Δ. ΕΝ.  ΘΡΑΚΟΜΑΚΕΔΟΝΩΝ,10301,http://telematics.oasa.gr/#stationInfo_10301
101,,ΑΝΩ ΓΛΥΦΑΔΑ,ANO GLYFADA,,ΓΛΥΦΑΔΑΣ,Δ.  ΓΛΥΦΑΔΑΣ,10302,http://telematics.oasa.gr/#stationInfo_10302
102,1314.0,ΖΩΓΡΑΦΟΥ,ZOGRAFOY,,ΖΩΓΡΑΦΟΥ,Δ.  ΖΩΓΡΑΦΟΥ,10303,http://telematics.oasa.gr/#stationInfo_10303
104,510.0,ΕΛΛΗΝΙΚΟ,ELLHNIKO,,ΓΛΥΦΑΔΑΣ,Δ.  ΓΛΥΦΑΔΑΣ,10304,http://telematics.oasa.gr/#stationInfo_10304
103,468.0,ΑΛΙΜΟΣ,ALIMOS,,ΑΛΙΜΟΥ,Δ.  ΑΛΙΜΟΥ,10305,http://telematics.oasa.gr/#stationInfo_10305
106,1673.0,ΣΤ. ΝΟΜΙΣΜΑΤΟΚΟΠΕΙΟ,ST. NOMISMATOKOPEIO,,ΧΑΛΑΝΔΡΙΟΥ,Δ.  ΧΑΛΑΝΔΡΙΟΥ,10306,http://telematics.oasa.gr/#stationInfo_10306
105,1702.0,ΠΕΥΚΑΚΙΑ ΑΓ. ΠΑΡΑΣΚΕΥΗΣ,PEYKAKIA AG. PARASKEYHS,,ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,Δ.  ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,10307,http://telematics.oasa.gr/#stationInfo_10307
107,3936.0,ΣΤ. ΣΥΓΓΡΟΥ ΦΙΞ,ST. SYGGROY FIX,,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,10308,http://telematics.oasa.gr/#stationInfo_10308
201,1871.0,ΠΕΙΡΑΙΑΣ ΑΓ. ΣΠΥΡΙΔΩΝ,PEIRAIAS AG. SPYRIDON,,ΠΕΙΡΑΙΩΣ,Δ.  ΠΕΙΡΑΙΩΣ,10309,http://telematics.oasa.gr/#stationInfo_10309
202,5331.0,Ν. ΦΑΛΗΡΟ,N. FALHRO,,ΠΕΙΡΑΙΩΣ,Δ.  ΠΕΙΡΑΙΩΣ,10310,http://telematics.oasa.gr/#stationInfo_10310
203,5558.0,ΠΕΤΡΟΥΠΟΛΗ,PETROYPOLH,,ΠΕΤΡΟΥΠΟΛΕΩΣ,Δ.  ΠΕΤΡΟΥΠΟΛΗΣ,10311,http://telematics.oasa.gr/#stationInfo_10311
108,2375.0,Π. ΦΑΛΗΡΟ,P. FALHRO,,ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ,Δ.  ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ,10312,http://telematics.oasa.gr/#stationInfo_10312
109,,ΒΑΡΥΜΠΟΜΠΗ,BARYMPOMPH,,ΑΧΑΡΝΩΝ,Δ. ΕΝ.  ΑΧΑΡΝΩΝ,10313,http://telematics.oasa.gr/#stationInfo_10313
111,,ΣΤΑΜΑΤΑ,STAMATA,,ΔΙΟΝΥΣΟΥ,Δ. ΕΝ.  ΣΤΑΜΑΤΑΣ,10314,http://telematics.oasa.gr/#stationInfo_10314
110,,ΖΗΡΙΝΕΙΟ,ZHRINEIO,,ΚΗΦΙΣΙΑΣ,Δ. ΕΝ.  ΚΗΦΙΣΙΑΣ,10315,http://telematics.oasa.gr/#stationInfo_10315
112,,ΠΡΟΑΣΤΙΑΚΟΣ 2,PROASTIAKOS 2,,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,10316,http://telematics.oasa.gr/#stationInfo_10316
113,5830.0,ΣΤ. ΑΡΓΥΡΟΥΠΟΛΗ,ST. ARGYROYPOLH,,ΕΛΛΗΝΙΚΟΥ - ΑΡΓΥΡΟΥΠΟΛΗΣ,Δ. ΕΝ.  ΕΛΛΗΝΙΚΟΥ,10317,http://telematics.oasa.gr/#stationInfo_10317
114,,ΕΛΛΗΝΙΚΟ,ELLHNIKO,,ΕΛΛΗΝΙΚΟΥ - ΑΡΓΥΡΟΥΠΟΛΗΣ,Δ. ΕΝ.  ΕΛΛΗΝΙΚΟΥ,10318,http://telematics.oasa.gr/#stationInfo_10318
115,1424.0,ΑΚΡΟΠΟΛΗ,AKROPOLH,,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,10319,http://telematics.oasa.gr/#stationInfo_10319
116,1442.0,ΖΩΓΡΑΦΟΥ,ZOGRAFOY,,ΖΩΓΡΑΦΟΥ,Δ.  ΖΩΓΡΑΦΟΥ,10320,http://telematics.oasa.gr/#stationInfo_10320
117,,ΟΡΦΕΩΣ,ORFEOS,,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,10321,http://telematics.oasa.gr/#stationInfo_10321
118,1375.0,ΑΝΩ ΠΕΤΡΑΛΩΝΑ,ANO PETRALONA,,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,10322,http://telematics.oasa.gr/#stationInfo_10322
119,1394.0,ΑΓ. ΑΡΤΕΜΙΟΣ,AG. ARTEMIOS,,ΒΥΡΩΝΟΣ,Δ.  ΒΥΡΩΝΟΣ,10323,http://telematics.oasa.gr/#stationInfo_10323
120,1195.0,ΑΓ. ΔΗΜΗΤΡΙΟΣ (ΣΤ.  ΔΑΦΝΗ),AG. DHMHTRIOS (ST. DAFNH),,ΔΑΦΝΗΣ - ΥΜΗΤΤΟΥ,Δ. ΕΝ.  ΔΑΦΝΗΣ,10324,http://telematics.oasa.gr/#stationInfo_10324
Α9,,# Α/Σ ΑΓ. ΔΗΜΗΤΡΙΟΣ,A/S AG. DHMHTRIOS,,ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,Δ.  ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,10325,http://telematics.oasa.gr/#stationInfo_10325
121,2668.0,ΑΓ. ΕΛΕΥΘΕΡΙΟΣ,AG. ELEYTHERIOS,,ΦΙΛΑΔΕΛΦΕΙΑΣ - ΧΑΛΚΗΔΟΝΟΣ,Δ. ΕΝ.  ΝΕΑΣ ΧΑΛΚΗΔΟΝΟΣ,10326,http://telematics.oasa.gr/#stationInfo_10326
122,2136.0,ΑΝΩ ΒΡΙΛΗΣΣΙΑ,ANO BRILHSSIA,,ΒΡΙΛΗΣΣΙΩΝ,Δ.  ΒΡΙΛΗΣΣΙΩΝ,10327,http://telematics.oasa.gr/#stationInfo_10327
123,996.0,ΧΑΛΑΝΔΡΙ,XALANDRI,,ΧΑΛΑΝΔΡΙΟΥ,Δ.  ΧΑΛΑΝΔΡΙΟΥ,10328,http://telematics.oasa.gr/#stationInfo_10328
124,2408.0,ΠΛΑΤΕΙΑ  ΛΑΥΡΙΟΥ,PLATEIA LAYRIOY,,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,10329,http://telematics.oasa.gr/#stationInfo_10329
125,2433.0,Ν. ΦΙΛΑΔΕΛΦΕΙΑ,N. FILADELFEIA,,ΦΙΛΑΔΕΛΦΕΙΑΣ - ΧΑΛΚΗΔΟΝΟΣ,Δ. ΕΝ.  ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ,10330,http://telematics.oasa.gr/#stationInfo_10330
126,1516.0,ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ,N. FILADELFEIA,,ΦΙΛΑΔΕΛΦΕΙΑΣ - ΧΑΛΚΗΔΟΝΟΣ,Δ. ΕΝ.  ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ,10331,http://telematics.oasa.gr/#stationInfo_10331
127,1529.0,ΝΕΟ ΨΥΧΙΚΟ,NEO PSYXIKO,,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,10332,http://telematics.oasa.gr/#stationInfo_10332
129,394.0,ΤΖΙΤΖΙΦΙΕΣ,TZITZIFIES,,ΚΑΛΛΙΘΕΑΣ,Δ.  ΚΑΛΛΙΘΕΑΣ,10333,http://telematics.oasa.gr/#stationInfo_10333
128,692.0,ΛΑΜΠΡΙΝΗ,LAMPRINH,,ΓΑΛΑΤΣΙΟΥ,Δ.  ΓΑΛΑΤΣΙΟΥ,10334,http://telematics.oasa.gr/#stationInfo_10334
130,433.0,ΠΛ. ΧΑΛΑΝΔΡΙΟΥ,PL. XALANDRIOY,,ΧΑΛΑΝΔΡΙΟΥ,Δ.  ΧΑΛΑΝΔΡΙΟΥ,10335,http://telematics.oasa.gr/#stationInfo_10335
132,570.0,Ν. ΕΛΒΕΤΙΑ,N. ELBETIA,,ΒΥΡΩΝΟΣ,Δ.  ΒΥΡΩΝΟΣ,10336,http://telematics.oasa.gr/#stationInfo_10336
131,550.0,ΑΝΩ ΠΑΤΗΣΙΑ,ANO PATHSIA,,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,10337,http://telematics.oasa.gr/#stationInfo_10337
133,,ΛΙΜΑΝΙ ΠΕΡΑΜΑΤΟΣ,LIMANI PERAMATOS,,ΠΕΡΑΜΑΤΟΣ,Δ.  ΠΕΡΑΜΑΤΟΣ,10338,http://telematics.oasa.gr/#stationInfo_10338
135,2498.0,ΝΕΚΡΟΤΑΦΕΙΟ ΖΩΓΡΑΦΟΥ,NEKROTAFEIO ZOGRAFOY,,ΖΩΓΡΑΦΟΥ,Δ.  ΖΩΓΡΑΦΟΥ,10339,http://telematics.oasa.gr/#stationInfo_10339
134,2483.0,ΓΑΛΑΤΣΙ,GALATSI,,ΓΑΛΑΤΣΙΟΥ,Δ.  ΓΑΛΑΤΣΙΟΥ,10340,http://telematics.oasa.gr/#stationInfo_10340
136,164.0,ΣΥΝΤΑΓΜΑ,SYNTAGMA,,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,10341,http://telematics.oasa.gr/#stationInfo_10341
137,,ΣΑΡΩΝΙΔΑ,SARONIDA,,ΣΑΡΩΝΙΚΟΥ,Δ. ΕΝ.  ΣΑΡΩΝΙΔΟΣ,10342,http://telematics.oasa.gr/#stationInfo_10342
138,4369.0,ΖΑΠΠΕΙΟ,ZAPPEIO,,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,10343,http://telematics.oasa.gr/#stationInfo_10343
