stop_id,stop_encoding,stop_descr,stop_desr_matrix,stop_street,dimos,perioxi,stop_code,stop_url
280067,3215.0,ΛΕΝΟΡΜΑΝ,LENORMAN,ΒΑΡΝΑΛΗ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280067,http://telematics.oasa.gr/#stationInfo_280067
280068,3217.0,ΣΤΡΟΦΗ,STROFH,ΓΑΖΙΑΣ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280068,http://telematics.oasa.gr/#stationInfo_280068
280069,3241.0,ΣΤΡΟΦΗ,STROFH,ΚΑΡΑΟΛΗ ΚΑΙ ΔΗΜΗΤΡΙΟΥ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280069,http://telematics.oasa.gr/#stationInfo_280069
280070,3218.0,ΔΑΦΝΗΣ,DAFNHS,ΠΟΤΑΜΟΥ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280070,http://telematics.oasa.gr/#stationInfo_280070
280072,3081.0,ΑΓ. ΝΙΚΟΛΑΟΣ,AG. NIKOLAOS,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΥ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280072,http://telematics.oasa.gr/#stationInfo_280072
280073,3045.0,ΟΡΙΩΝ,ORION,ΤΑΞΙΑΡΧΩΝ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280073,http://telematics.oasa.gr/#stationInfo_280073
280074,3074.0,ΠΑΠΑΚΥΡΙΑΖΗ,PAPAKYRIAZH,ΑΘΗΝΑΣ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280074,http://telematics.oasa.gr/#stationInfo_280074
280075,3075.0,ΤΣΑΛΔΑΡΗ,TSALDARH,ΑΘΗΝΑΣ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280075,http://telematics.oasa.gr/#stationInfo_280075
280076,5418.0,ΤΑΞΙΑΡΧΩΝ,TAXIARXON,ΛΕΩΦ.ΓΡ.ΛΑΜΠΡΑΚΗ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280076,http://telematics.oasa.gr/#stationInfo_280076
280077,,ΑΦΕΤΗΡΙΑ,AFETHRIA,ΑΘ.ΔΙΑΚΟΥ,ΧΑΪΔΑΡΙΟΥ,Δ.  ΧΑΪΔΑΡΙΟΥ,280077,http://telematics.oasa.gr/#stationInfo_280077
280079,3252.0,ΜΠΟΤΣΑΡΗ,MPOTSARH,ΑΘ.ΔΙΑΚΟΥ,ΧΑΪΔΑΡΙΟΥ,Δ.  ΧΑΪΔΑΡΙΟΥ,280079,http://telematics.oasa.gr/#stationInfo_280079
280081,3207.0,ΜΠΟΤΣΑΡΗ,MPOTSARH,ΑΘ.ΔΙΑΚΟΥ,ΧΑΪΔΑΡΙΟΥ,Δ.  ΧΑΪΔΑΡΙΟΥ,280081,http://telematics.oasa.gr/#stationInfo_280081
280082,3307.0,ΠΥΘΑΓΟΡΑ,PYTHAGORA,ΖΩΟΔΟΧΟΥ ΠΗΓΗΣ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280082,http://telematics.oasa.gr/#stationInfo_280082
280084,3238.0,ΛΕΥΚΩΣΙΑΣ,LEYKOSIAS,ΑΠΟΣΤΟΛΟΥ ΗΛΕΚΤΡΑΣ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280084,http://telematics.oasa.gr/#stationInfo_280084
280085,3239.0,ΘΗΡΑΣ,THIRAS,ΠΑΠΑΔΙΑΜΑΝΤΗ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280085,http://telematics.oasa.gr/#stationInfo_280085
280086,3230.0,ΒΑΡΝΑΛΗ,BARNALH,ΠΑΠΑΔΙΑΜΑΝΤΗ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280086,http://telematics.oasa.gr/#stationInfo_280086
280087,3220.0,ΡΕΘΥΜΝΗΣ,RETHYMNHS,ΒΑΛΑΩΡΙΤΟΥ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280087,http://telematics.oasa.gr/#stationInfo_280087
280088,3240.0,ΑΓ. ΣΤΥΛΙΑΝΟΣ,AG. STYLIANOS,ΠΑΠΑΔΙΑΜΑΝΤΗ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280088,http://telematics.oasa.gr/#stationInfo_280088
280090,3222.0,Κ. ΒΑΡΝΑΛΗ,K. BARNALH,ΒΑΛΑΩΡΙΤΟΥ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280090,http://telematics.oasa.gr/#stationInfo_280090
280094,3235.0,ΚΑΠΗ,KAPH,ΗΠΕΙΡΟΥ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280094,http://telematics.oasa.gr/#stationInfo_280094
280095,3278.0,ΠΑΡΟΥ,PAROY,ΠΟΤΑΜΟΥ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280095,http://telematics.oasa.gr/#stationInfo_280095
280096,,ΤΑΞΙΑΡΧΩΝ,TAXIARXON,ΣΕΡΡΩΝ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280096,http://telematics.oasa.gr/#stationInfo_280096
280097,3253.0,ΑΓ. ΝΙΚΟΛΑΟΣ,AG. NIKOLAOS,ΑΘ.ΔΙΑΚΟΥ,ΧΑΪΔΑΡΙΟΥ,Δ.  ΧΑΪΔΑΡΙΟΥ,280097,http://telematics.oasa.gr/#stationInfo_280097
280098,3254.0,ΤΑΒΕΡΝΑ,TABERNA,ΑΘ.ΔΙΑΚΟΥ,ΧΑΪΔΑΡΙΟΥ,Δ.  ΧΑΪΔΑΡΙΟΥ,280098,http://telematics.oasa.gr/#stationInfo_280098
280099,3255.0,ΔΕΗ,DEH,ΑΘ.ΔΙΑΚΟΥ,ΧΑΪΔΑΡΙΟΥ,Δ.  ΧΑΪΔΑΡΙΟΥ,280099,http://telematics.oasa.gr/#stationInfo_280099
280100,3204.0,ΔΕΗ,DEH,ΑΘ.ΔΙΑΚΟΥ,ΧΑΪΔΑΡΙΟΥ,Δ.  ΧΑΪΔΑΡΙΟΥ,280100,http://telematics.oasa.gr/#stationInfo_280100
280101,3205.0,ΤΑΒΕΡΝΑ,TABERNA,ΑΘ.ΔΙΑΚΟΥ,ΧΑΪΔΑΡΙΟΥ,Δ.  ΧΑΪΔΑΡΙΟΥ,280101,http://telematics.oasa.gr/#stationInfo_280101
280102,3206.0,ΑΓ. ΝΙΚΟΛΑΟΣ,AG. NIKOLAOS,ΑΘ.ΔΙΑΚΟΥ,ΧΑΪΔΑΡΙΟΥ,Δ.  ΧΑΪΔΑΡΙΟΥ,280102,http://telematics.oasa.gr/#stationInfo_280102
280117,,ΑΦΕΤΗΡΙΑ 806-807,AFETHRIA 806-807,ΑΘ.ΔΙΑΚΟΥ,ΧΑΪΔΑΡΙΟΥ,Δ.  ΧΑΪΔΑΡΙΟΥ,280117,http://telematics.oasa.gr/#stationInfo_280117
280118,3219.0,ΚΡΑΝΙΩΤΑΚΗ,KRANIOTAKH,ΠΟΤΑΜΟΥ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280118,http://telematics.oasa.gr/#stationInfo_280118
280119,3208.0,25ης ΜΑΡΤΙΟΥ,25th MARTIOY,ΔΕΡΒΕΝΑΚΙΩΝ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280119,http://telematics.oasa.gr/#stationInfo_280119
280120,3209.0,ΣΧΟΛΕΙΑ,SXOLEIA,ΔΕΡΒΕΝΑΚΙΩΝ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280120,http://telematics.oasa.gr/#stationInfo_280120
280121,3279.0,ΒΑΡΝΑΛΗ,BARNALH,ΠΟΤΑΜΟΥ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280121,http://telematics.oasa.gr/#stationInfo_280121
280123,3256.0,ΣΤΡΟΦΗ,STROFH,ΑΘ.ΔΙΑΚΟΥ,ΧΑΪΔΑΡΙΟΥ,Δ.  ΧΑΪΔΑΡΙΟΥ,280123,http://telematics.oasa.gr/#stationInfo_280123
280124,5405.0,ΤΑΞΙΑΡΧΩΝ,TAXIARXON,ΛΕΩΦ. ΓΡ.ΛΑΜΠΡΑΚΗ,ΚΟΡΥΔΑΛΛΟΥ,Δ.  ΚΟΡΥΔΑΛΛΟΥ,280124,http://telematics.oasa.gr/#stationInfo_280124
290001,,1η ΚΑΡΕΛΑ,1st KARELA,ΛΕΩΦ.ΛΑΥΡΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290001,http://telematics.oasa.gr/#stationInfo_290001
290002,,2η ΚΑΡΕΛΑ,2nd KARELA,ΛΕΩΦ.ΛΑΥΡΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290002,http://telematics.oasa.gr/#stationInfo_290002
290003,,3η ΒΙΣΩΠ - ΚΑΡΕΛΑ,3rd BISOP - KARELA,ΛΕΩΦ.ΛΑΥΡΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290003,http://telematics.oasa.gr/#stationInfo_290003
290004,,4η ΑΚΡΥΛΕΞ,4th AKRYLEX,ΛΕΩΦ.ΛΑΥΡΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290004,http://telematics.oasa.gr/#stationInfo_290004
290005,,5η ΦΟΥΣΑ,5th FOYSA,ΛΕΩΦ.ΛΑΥΡΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290005,http://telematics.oasa.gr/#stationInfo_290005
290006,,ΜΕΡΚΟΥΡΗ,MERKOYRH,ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290006,http://telematics.oasa.gr/#stationInfo_290006
290007,,ΑΓ. ΔΗΜΗΤΡΙΟΣ,AG. DHMHTRIOS,ΑΓ.ΔΗΜΗΤΡΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290007,http://telematics.oasa.gr/#stationInfo_290007
290008,,ΛΕΚΚΑ - ΚΕΝΤΡΟ ΥΓΕΙΑΣ,LEKKA - KENTRO YGEIAS,ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290008,http://telematics.oasa.gr/#stationInfo_290008
290009,,ΠΑΡΑΚΡΑΤΗΜΑ,PARAKRATHMA,ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290009,http://telematics.oasa.gr/#stationInfo_290009
290010,,ΔΗΜΑΡΧΕΙΟ,DHMARXEIO,ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290010,http://telematics.oasa.gr/#stationInfo_290010
290011,,ΑΔΡΙΑΝΟΥ,ADRIANOY,ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290011,http://telematics.oasa.gr/#stationInfo_290011
290014,,ΑΝΑΛΗΨΗΣ,ANALHPSHS,ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290014,http://telematics.oasa.gr/#stationInfo_290014
290015,,ΠΑΛ. ΤΕΡΜΑ,PAL. TERMA,ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290015,http://telematics.oasa.gr/#stationInfo_290015
290016,,1η ΝΕΟ ΤΕΡΜΑ,1st NEO TERMA,ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290016,http://telematics.oasa.gr/#stationInfo_290016
290018,,ΑΓΝΟ,AGNO,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290018,http://telematics.oasa.gr/#stationInfo_290018
290019,,ΒΙΟΚΕΦ,BIOKEF,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290019,http://telematics.oasa.gr/#stationInfo_290019
290020,,ΕΚΚΛΗΣΙΑ,EKKLHSIA,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290020,http://telematics.oasa.gr/#stationInfo_290020
290021,4424.0,ΨΗΛΟΚΟΡΥΦΗ,PSHLOKORYFH,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290021,http://telematics.oasa.gr/#stationInfo_290021
290022,,ΓΑΛΗΝΗ,GALHNH,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290022,http://telematics.oasa.gr/#stationInfo_290022
290023,,ΑΙΓΙΝΗΣ,AIGINHS,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290023,http://telematics.oasa.gr/#stationInfo_290023
290024,,ΗΡΑΚΛΕΙΔΩΝ,HRAKLEIDON,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290024,http://telematics.oasa.gr/#stationInfo_290024
290025,,ΗΡΑΚΛΕΙΔΩΝ,HRAKLEIDON,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290025,http://telematics.oasa.gr/#stationInfo_290025
290026,,ΑΙΓΙΝΗΣ,AIGINHS,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290026,http://telematics.oasa.gr/#stationInfo_290026
290027,,ΓΑΛΗΝΗ,GALHNH,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290027,http://telematics.oasa.gr/#stationInfo_290027
290028,4419.0,ΨΗΛΟΚΟΡΥΦΗ,PSHLOKORYFH,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290028,http://telematics.oasa.gr/#stationInfo_290028
290029,,ΕΚΚΛΗΣΙΑ,EKKLHSIA,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290029,http://telematics.oasa.gr/#stationInfo_290029
290030,4420.0,ΖΗΝΩΝΟΣ,ZHNONOS,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290030,http://telematics.oasa.gr/#stationInfo_290030
290031,,ΗΦΑΙΣΤΟΥ,HFAISTOY,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290031,http://telematics.oasa.gr/#stationInfo_290031
290039,,ΔΗΜΑΡΧΕΙΟ,DHMARXEIO,ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290039,http://telematics.oasa.gr/#stationInfo_290039
290040,,ΠΑΡΑΚΡΑΤΗΜΑ,PARAKRATHMA,ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290040,http://telematics.oasa.gr/#stationInfo_290040
290041,,Κ. ΥΓΕΙΑΣ,K. YGEIAS,ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290041,http://telematics.oasa.gr/#stationInfo_290041
290042,,ΦΥΣΤΙΚΙΕΣ,FYSTIKIES,ΤΑΞΙΑΡΧΩΝ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290042,http://telematics.oasa.gr/#stationInfo_290042
290043,,ΤΑΒΕΡΝΑ ΜΕΡΚΟΥΡΗ,TABERNA MERKOYRH,ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290043,http://telematics.oasa.gr/#stationInfo_290043
290044,,ΦΟΥΣΑ,FOYSA,ΛΕΩΦ.ΛΑΥΡΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290044,http://telematics.oasa.gr/#stationInfo_290044
290045,,ΑΚΡΥΛΕΖ,AKRYLEZ,ΛΕΩΦ.ΛΑΥΡΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290045,http://telematics.oasa.gr/#stationInfo_290045
290046,,ΒΙΣΩΠ,BISOP,ΛΕΩΦ.ΛΑΥΡΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290046,http://telematics.oasa.gr/#stationInfo_290046
290047,,2η ΚΑΡΕΛΑ,2nd KARELA,ΛΕΩΦ.ΛΑΥΡΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290047,http://telematics.oasa.gr/#stationInfo_290047
290048,,1η ΚΑΡΕΛΑ,1st KARELA,ΛΕΩΦ.ΛΑΥΡΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290048,http://telematics.oasa.gr/#stationInfo_290048
290049,,2η ΔΙΑΣΤ. ΑΓ. ΜΑΡΙΝΑΣ,2nd DIAST. AG. MARINAS,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290049,http://telematics.oasa.gr/#stationInfo_290049
290050,,2η ΔΙΑΣΤ. ΑΓ. ΜΑΡΙΝΑΣ,2nd DIAST. AG. MARINAS,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290050,http://telematics.oasa.gr/#stationInfo_290050
290051,,ΘΕΡΜΟΠΥΛΩΝ,THERMOPYLON,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290051,http://telematics.oasa.gr/#stationInfo_290051
290052,,ΘΕΡΜΟΠΥΛΩΝ,THERMOPYLON,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290052,http://telematics.oasa.gr/#stationInfo_290052
290053,,ΙΑΤΡΕΙΟ,IATREIO,ΛΕΩΦ.ΛΑΥΡΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290053,http://telematics.oasa.gr/#stationInfo_290053
290054,,1η ΚΙΤΣΙ,1st KITSI,ΚΙΤΣΙ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290054,http://telematics.oasa.gr/#stationInfo_290054
290055,,2η ΚΙΤΣΙ,2nd KITSI,ΚΙΤΣΙ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290055,http://telematics.oasa.gr/#stationInfo_290055
290056,,ΤΕΡΜΑ,TERMA,ΠΑΠΑΓΙΑΝΝΟΠΟΥΛΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290056,http://telematics.oasa.gr/#stationInfo_290056
290057,,1η ΗΡΑΚΛΕΟΥΣ,1st HRAKLEOYS,ΗΡΑΚΛΕΟΥΣ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290057,http://telematics.oasa.gr/#stationInfo_290057
290058,,2η ΗΡΑΚΛΕΟΥΣ,2nd HRAKLEOYS,ΗΡΑΚΛΕΟΥΣ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290058,http://telematics.oasa.gr/#stationInfo_290058
290059,,ΕΛΛΗΣ,ELLHS,ΑΝΔΡΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290059,http://telematics.oasa.gr/#stationInfo_290059
290060,,1η ΑΝΔΡΟΥ,1st ANDROY,ΑΝΔΡΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290060,http://telematics.oasa.gr/#stationInfo_290060
290061,,2η ΑΝΔΡΟΥ,2nd ANDROY,ΑΝΔΡΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290061,http://telematics.oasa.gr/#stationInfo_290061
290062,,ΑΛΚΥΟΝΙΔΩΝ,ALKYONIDON,ΛΕΩΦ.ΑΘΗΝΩΝ-ΣΟΥΝΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290062,http://telematics.oasa.gr/#stationInfo_290062
290063,,ΑΓ. ΠΑΡΑΣΚΕΥΗ,AG. PARASKEYH,ΑΤΤΙΚΗΣ ΟΔΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290063,http://telematics.oasa.gr/#stationInfo_290063
290064,,ΔΗΜΑ,DHMA,ΤΑΞΙΑΡΧΩΝ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290064,http://telematics.oasa.gr/#stationInfo_290064
290065,,ΗΦΑΙΣΤΟΥ,HFAISTOY,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290065,http://telematics.oasa.gr/#stationInfo_290065
290066,4423.0,ΖΗΝΩΝΟΣ,ZHNONOS,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290066,http://telematics.oasa.gr/#stationInfo_290066
290067,,1η ΑΓ. ΜΑΡΙΝΑΣ,1st AG. MARINAS,ΛΕΩΦ.ΚΟΡΩΠΙΟΥ-ΑΓ.ΜΑΡΙΝΑΣ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290067,http://telematics.oasa.gr/#stationInfo_290067
290068,,2η ΑΓ. ΜΑΡΙΝΑΣ,2nd AG. MARINAS,ΛΕΩΦ.ΚΟΡΩΠΙΟΥ-ΑΓ.ΜΑΡΙΝΑΣ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290068,http://telematics.oasa.gr/#stationInfo_290068
290069,,3η ΑΓ. ΜΑΡΙΝΑΣ,3rd AG. MARINAS,ΛΕΩΦ.ΚΟΡΩΠΙΟΥ-ΑΓ.ΜΑΡΙΝΑΣ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290069,http://telematics.oasa.gr/#stationInfo_290069
290070,,4η ΞΕΡΕΑΣ,4th XEREAS,ΛΕΩΦ.ΚΟΡΩΠΙΟΥ-ΑΓ.ΜΑΡΙΝΑΣ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290070,http://telematics.oasa.gr/#stationInfo_290070
290071,,5η ΑΓ. ΜΑΡΙΝΑΣ,5th AG. MARINAS,ΛΕΩΦ.ΚΟΡΩΠΙΟΥ-ΑΓ.ΜΑΡΙΝΑΣ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290071,http://telematics.oasa.gr/#stationInfo_290071
290072,,6η ΠΑΡΑΔΕΙΣΟΥ,6th PARADEISOY,ΛΕΩΦ.ΚΟΡΩΠΙΟΥ-ΑΓ.ΜΑΡΙΝΑΣ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290072,http://telematics.oasa.gr/#stationInfo_290072
290073,,7η ΑΓ. ΜΑΡΙΝΑΣ,7th AG. MARINAS,ΛΕΩΦ.ΚΟΡΩΠΙΟΥ-ΑΓ.ΜΑΡΙΝΑΣ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290073,http://telematics.oasa.gr/#stationInfo_290073
290074,,8η ΑΓ. ΓΕΩΡΓΙΟΥ,8th AG. GEORGIOY,ΛΕΩΦ.ΚΟΡΩΠΙΟΥ-ΑΓ.ΜΑΡΙΝΑΣ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290074,http://telematics.oasa.gr/#stationInfo_290074
290075,,12η ΠΑΤΣΑΣ,12th PATSAS,ΛΕΩΦ.ΚΟΡΩΠΙΟΥ-ΑΓ.ΜΑΡΙΝΑΣ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290075,http://telematics.oasa.gr/#stationInfo_290075
290076,,13η ΚΑΡΑΚΟΛΙΘΙ,13th KARAKOLITHI,ΛΕΩΦ.ΚΟΡΩΠΙΟΥ-ΑΓ.ΜΑΡΙΝΑΣ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290076,http://telematics.oasa.gr/#stationInfo_290076
290077,,ΦΙΛΙΑ,FILIA,ΛΕΩΦ.ΑΘΗΝΩΝ-ΣΟΥΝΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290077,http://telematics.oasa.gr/#stationInfo_290077
290078,,ΜΑΡΜΑΡΑ,MARMARA,ΛΕΩΦ.ΑΘΗΝΩΝ-ΣΟΥΝΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,290078,http://telematics.oasa.gr/#stationInfo_290078
